song_id_clean,title,artists,genres_clean,mood_category,emotion_label,clean_text,final_text,spotify_url
4lriIG2vNqwDWzOj2I9rtj,Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/4lriIG2vNqwDWzOj2I9rtj
2n9fC0A4ptmWqYeMXEVaok,GOOD CREDIT (with Kendrick Lamar),"Playboi Carti, Kendrick Lamar",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/2n9fC0A4ptmWqYeMXEVaok
3GdwjAsCsoE79ObhsJFyYb,I Killed You,"Tyler, The Creator",spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/3GdwjAsCsoE79ObhsJFyYb
1BDLD4c07q0bmq2VCRsXoE,I Ain't Comin' Back (feat. Post Malone),"Morgan Wallen, Post Malone",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/1BDLD4c07q0bmq2VCRsXoE
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/2PnlsTsOTLE5jnBnNe2K0A
7igCS2ZsfV7bvxuhF4XgiQ,I'm A Little Crazy,Morgan Wallen,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/7igCS2ZsfV7bvxuhF4XgiQ
6TUf119oQrkteMSKTE1SOf,"Skoal, Chevy, and Browning",Morgan Wallen,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/6TUf119oQrkteMSKTE1SOf
2m3SuMEdjlOWVN05steEXf,It's Amazing To Be Young,Fontaines D.C.,spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/2m3SuMEdjlOWVN05steEXf
5mAGsieQbw180sYdL3RMKk,Love Somebody,Morgan Wallen,spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/5mAGsieQbw180sYdL3RMKk
1FuJwAXJv0WsPXcYMaAUs8,reincarnated,Kendrick Lamar,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/1FuJwAXJv0WsPXcYMaAUs8
5aIEFCKhVUM5sKkwOSdFiM,CRYING IN CHANEL,Drake,spotify chart; ca top 50,melancholic,sadness,,,https://open.spotify.com/track/5aIEFCKhVUM5sKkwOSdFiM
52DqLFptFG7wouBCwbPnfr,Evergreen,"Duncan Daniels, Clayrocksu",spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/52DqLFptFG7wouBCwbPnfr
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,spotify chart; us top 50,peaceful,calm,,,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/2uqYupMHANxnwgeiXTZXzd
3U3hFkMr0Q90pD24EkE3Pr,BMF,SZA,spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/3U3hFkMr0Q90pD24EkE3Pr
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/7iabz12vAuVQYyekFIWJxD
6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,Tommy Richman,spotify chart; nz top 50,peaceful,calm,,,https://open.spotify.com/track/6jlG8gBPNAgBgoivw2Ig09
78nx0HDJIFD5xDq2L5420Z,Blessings,"Calvin Harris, Clementine Douglas",spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/78nx0HDJIFD5xDq2L5420Z
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Luke Combs,spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
4BSR9I4ExlCJdXJo2GpBD5,Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator, Daniel Caesar, LaToiya Williams",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/4BSR9I4ExlCJdXJo2GpBD5
7fUYUcWy853HS8YJn0b3Sr,Sleigh Ride,The Ronettes,spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/7fUYUcWy853HS8YJn0b3Sr
6ie0uyyvOKTTuIFBMPiNIl,Judge Judy,"Tyler, The Creator",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/6ie0uyyvOKTTuIFBMPiNIl
59151GHN7yr5g9B3bqlGdR,Trouble,Eminem,spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/59151GHN7yr5g9B3bqlGdR
3nQ24dxqvxZEVwlHTeuLz0,Sympathy is a knife featuring ariana grande,"Charli xcx, Ariana Grande",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/3nQ24dxqvxZEVwlHTeuLz0
3NE6g9h77FZbQqCLzUpGRt,Light Year (Practice),Lil Uzi Vert,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/3NE6g9h77FZbQqCLzUpGRt
3iPIDAFybaoyqX7hvAfWkl,Sharpest Tool,Sabrina Carpenter,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/3iPIDAFybaoyqX7hvAfWkl
105Fwh9wijwT41rrfgSnrE,Dangerous,Sleep Token,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/105Fwh9wijwT41rrfgSnrE
5QEAqQ7NzbTP8Px5N3Ggmi,Eyes Are Closed,Morgan Wallen,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/5QEAqQ7NzbTP8Px5N3Ggmi
5IEDBUuXMagCcYQZARFvrJ,Schoolyard Days,Amble,spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/5IEDBUuXMagCcYQZARFvrJ
0BeR2fJmYnKNn7IORw3GR9,warm,Ariana Grande,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/0BeR2fJmYnKNn7IORw3GR9
4mUR5Tv0CvJtpmnUtzeIgd,Garden Of Eden,Lady Gaga,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/4mUR5Tv0CvJtpmnUtzeIgd
4JeD0FGslDsMeeahEGZa2L,DEEPER,PARTYNEXTDOOR,spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/4JeD0FGslDsMeeahEGZa2L
221eHga9f9Ne4f8D7WVgPT,Mystical Magical,Benson Boone,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/221eHga9f9Ne4f8D7WVgPT
2Uts1QFB4u2YNIMiqcb4de,peekaboo (feat. azchike),"Kendrick Lamar, AzChike",spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/2Uts1QFB4u2YNIMiqcb4de
5ZLL6wYXeqg0k35ZkDRfhZ,Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/5ZLL6wYXeqg0k35ZkDRfhZ
3wo3d0I5H8KjkwGvnz8WbB,Somedays,"Sonny Fodera, Jazzy, D.O.D",spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/3wo3d0I5H8KjkwGvnz8WbB
5iJKGpnFfvbjZJeAtwXfCj,28,Zach Bryan,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/5iJKGpnFfvbjZJeAtwXfCj
1SGvjfc85yzqKXsfKcCxn2,heart pt. 6,Kendrick Lamar,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/1SGvjfc85yzqKXsfKcCxn2
3AdXwuFn7j21HNiFMXvZXt,Caramel,Sleep Token,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/3AdXwuFn7j21HNiFMXvZXt
3j6CeoBBlm40Msn1JE1SPD,HOT TO GO!,Chappell Roan,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/3j6CeoBBlm40Msn1JE1SPD
2CIXO1jQbrV1hlfI7FUKld,Wrong Ones (Feat. Tim McGraw),"Post Malone, Tim McGraw",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/2CIXO1jQbrV1hlfI7FUKld
0wI5MvhcdTrVERaDOHiNnp,Welcome to Tha Carter,Lil Wayne,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/0wI5MvhcdTrVERaDOHiNnp
4GqhG9rDuRUoNyDSMJ0Brq,SPIDER-MAN SUPERMAN,"PARTYNEXTDOOR, Drake",spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/4GqhG9rDuRUoNyDSMJ0Brq
0bxRSMz5WY1VuMmOhanE4b,Baptized In Fear,The Weeknd,spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/0bxRSMz5WY1VuMmOhanE4b
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",spotify chart; ca top 50,melancholic,sadness,,,https://open.spotify.com/track/4KULAymBBJcPRpk1yO4dOG
5o0osRx8kYJTOqlOSggr9Z,Carry You Home,Alex Warren,spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/5o0osRx8kYJTOqlOSggr9Z
4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,Taylor Swift,spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/4q5YezDOIPcoLr8R81x9qy
3lAEHk0eZzMKtCUFLXz8Ln,RADAR,Playboi Carti,spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/3lAEHk0eZzMKtCUFLXz8Ln
21LCotDEwR7R8qOnqPVzi9,Evil,Eminem,spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/21LCotDEwR7R8qOnqPVzi9
2jnezASa7o0lP6aif6VrIf,TEFLON DON,Future,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/2jnezASa7o0lP6aif6VrIf
4CcozggmhXmndssEDH6YHR,High Road,Zach Bryan,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/4CcozggmhXmndssEDH6YHR
6CYldrsUPBsiPtfLW4xZCl,"Henry, come on",Lana Del Rey,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/6CYldrsUPBsiPtfLW4xZCl
4xvEn1vhrF9JbPFWqTXsH4,I know love (feat. The Kid LAROI),"Tate McRae, The Kid LAROI",spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/4xvEn1vhrF9JbPFWqTXsH4
442ifpYGFKfyz8PohOQEVd,"dodger blue (feat. wallie the sensei, roddy ricch, siete7x)","Kendrick Lamar, Wallie the Sensei, Roddy Ricch, Siete7x",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/442ifpYGFKfyz8PohOQEVd
0t5LNjml8LTuAPiEfD7zFN,"Hip-Hop (feat. BigXthaPlug, Jay Jones)","Lil Wayne, BigXthaPlug, Jay Jones",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/0t5LNjml8LTuAPiEfD7zFN
2LHNTC9QZxsL3nWpt8iaSR,Abracadabra,Lady Gaga,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/2LHNTC9QZxsL3nWpt8iaSR
1YHQQFtKqFSFrqL4cNvstU,SMALL TOWN FAME,Drake,spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/1YHQQFtKqFSFrqL4cNvstU
3E9IzxNXsk7yFfc1SHpiG1,"Dum, Dumb, and Dumber (with Young Thug & Future)","Lil Baby, Young Thug, Future",spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/3E9IzxNXsk7yFfc1SHpiG1
7z7kvUQGwlC6iOl7vMuAr9,Dancing In The Flames,The Weeknd,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/7z7kvUQGwlC6iOl7vMuAr9
2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Artemas,spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/2GxrNKugF82CnoRFbQfzPf
2tudvzsrR56uom6smgOcSf,Like That,"Future, Metro Boomin, Kendrick Lamar",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/2tudvzsrR56uom6smgOcSf
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/5uQ7de4EWjb3rkcFxyEOpu
1k2pQc5i348DCHwbn5KTdc,Pink Pony Club,Chappell Roan,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/1k2pQc5i348DCHwbn5KTdc
21IYMdzTrzSe191Cy5eMap,Sailor Song,Gigi Perez,spotify chart; ie top 50,melancholic,sadness,,,https://open.spotify.com/track/21IYMdzTrzSe191Cy5eMap
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/21B4gaTWnTkuSh77iWEXdS
6GG4yyk3UATdBfTHVgI8PB,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,spotify chart; nz top 50,intense,anger,,,https://open.spotify.com/track/6GG4yyk3UATdBfTHVgI8PB
6wZOZ0votPhc8qdg4UFPtH,dandelion,Ariana Grande,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/6wZOZ0votPhc8qdg4UFPtH
2sKHevALE8DKDkwEo04Pbh,WE PRAY,"Coldplay, Little Simz, Burna Boy, Elyanna, TINI",spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/2sKHevALE8DKDkwEo04Pbh
3aZptNYC6Z1YoumeqZcDcQ,"gnx (feat. hitta j3, youngthreat, peysoh)","Kendrick Lamar, Hitta J3, YoungThreat, Peysoh",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/3aZptNYC6Z1YoumeqZcDcQ
3yw3m8wgRB4ptDyAvtdhq5,Tomorrow,"Tyler, The Creator",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/3yw3m8wgRB4ptDyAvtdhq5
4CD5aJNhq5fGYu3QaHJrm8,This World's A Giant,Zach Bryan,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/4CD5aJNhq5fGYu3QaHJrm8
5dQ1oSOiGzfPPbPpzWTT7Y,Diamonds & Roses,Kingfishr,spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/5dQ1oSOiGzfPPbPpzWTT7Y
1QrbZhFYlViXd60g130vw1,Caramel,Sleep Token,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/1QrbZhFYlViXd60g130vw1
1wOp7yTVyH176bW1z9WAiv,Carry You Home,Alex Warren,spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/1wOp7yTVyH176bW1z9WAiv
50kjUO9iWqTamrb3va05hu,Kick Myself,Morgan Wallen,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/50kjUO9iWqTamrb3va05hu
0mNzElhEofvgMWAJoOA4q9,Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/0mNzElhEofvgMWAJoOA4q9
10tTkKxYPgeYkuMwGnqRND,peekaboo (feat. azchike),"Kendrick Lamar, AzChike",spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/10tTkKxYPgeYkuMwGnqRND
42QUqnq9PVYyiYTcYVf3sS,Swan Song,Amble,spotify chart; ie top 50,melancholic,sadness,,,https://open.spotify.com/track/42QUqnq9PVYyiYTcYVf3sS
5NRpxJxtR6JkUhQS4F0um6,Emergence,Sleep Token,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/5NRpxJxtR6JkUhQS4F0um6
0stJVUUSrbEwyFHOp2dRu0,Open Hearts,The Weeknd,spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/0stJVUUSrbEwyFHOp2dRu0
5ITV0zqzjOYfFWpW0xBmRa,Show Me Love,"WizTheMc, bees & honey",spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/5ITV0zqzjOYfFWpW0xBmRa
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/3Pbp7cUCx4d3OAkZSCoNvn
2RdEC8Ff83WkX7kDVCHseE,party 4 u,Charli xcx,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/2RdEC8Ff83WkX7kDVCHseE
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/6MzofobZt2dm0Kf1hTThFz
19RybK6XDbAVpcdxSbZL1o,Apple,Charli xcx,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/19RybK6XDbAVpcdxSbZL1o
0YsIYFRoxkmEvbKCwTp0Tg,20 Cigarettes,Morgan Wallen,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/0YsIYFRoxkmEvbKCwTp0Tg
3BntzKsnLf2pc0dsvE3Zav,Bad Dreams,Teddy Swims,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/3BntzKsnLf2pc0dsvE3Zav
79mFFAOYcG8ZF6AN1JecAL,FINE SHIT,Playboi Carti,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/79mFFAOYcG8ZF6AN1JecAL
0wgOhYnqZKjOHr6bmdz0aN,gloria (with sza),"Kendrick Lamar, SZA",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/0wgOhYnqZKjOHr6bmdz0aN
50No7LiVffAJCWIChZodmU,Lucifer,"Eminem, Sly Pyper",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/50No7LiVffAJCWIChZodmU
0Uvf2v96tJ5CuyK0LtyAgd,Past Self,Sleep Token,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/0Uvf2v96tJ5CuyK0LtyAgd
5oIVNm56t6OIf9ZjdEG3ud,Coincidence,Sabrina Carpenter,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/5oIVNm56t6OIf9ZjdEG3ud
0hhzNPE68LWLfgZwdpxVdR,us. (feat. Taylor Swift),"Gracie Abrams, Taylor Swift",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/0hhzNPE68LWLfgZwdpxVdR
1SPI4AlK4121PEQPGSpdcY,California Sober (Feat. Chris Stapleton),"Post Malone, Chris Stapleton",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/1SPI4AlK4121PEQPGSpdcY
1x95pL62pLkxgPprH9ONkQ,heart pt. 6,Kendrick Lamar,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/1x95pL62pLkxgPprH9ONkQ
3FHO87BSOEVAsedSnCTnvz,BRIAN STEEL,Drake,spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/3FHO87BSOEVAsedSnCTnvz
2gyHr9WqZeMtzJOpWGuGo6,Reflections Laughing,The Weeknd,spotify chart; ca top 50,melancholic,sadness,,,https://open.spotify.com/track/2gyHr9WqZeMtzJOpWGuGo6
5emD8K39MmotlCLOx9qzCH,GBP (feat. 21 Savage),"Central Cee, 21 Savage",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/5emD8K39MmotlCLOx9qzCH
77DRzu7ERs0TX3roZcre7Q,euphoria,Kendrick Lamar,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/77DRzu7ERs0TX3roZcre7Q
51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/51eSHglvG1RJXtL3qI5trr
47ohYW8e7dxCYn9qbUMBCI,Christmas (Baby Please Come Home),Darlene Love,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/47ohYW8e7dxCYn9qbUMBCI
1bJRd2ey6ER7neSxZwYdAG,Kisses (feat. bbyclose),"BL3SS, CamrinWatsin, bbyclose",spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/1bJRd2ey6ER7neSxZwYdAG
4evMMKc2HD6fV9slMfgkMx,TOXIC (with Skepta),"Playboi Carti, Skepta",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/4evMMKc2HD6fV9slMfgkMx
35D1RA5uVFVhMc1qX80TaQ,Balloon (feat. Doechii),"Tyler, The Creator, Doechii",spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/35D1RA5uVFVhMc1qX80TaQ
3aCPResPDNae3pXTocGpYe,LIL DEMON,Future,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/3aCPResPDNae3pXTocGpYe
3c9EsIo34kil8Oj1reaozB,American Nights,Zach Bryan,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/3c9EsIo34kil8Oj1reaozB
0XkZmBCCcdMY0EPY8ij6Gb,Slim Pickins,Sabrina Carpenter,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/0XkZmBCCcdMY0EPY8ij6Gb
5lGd2E7qKxgsMjQcTPTek2,"Sharks (feat. Jelly Roll, Big Sean)","Lil Wayne, Jelly Roll, Big Sean",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/5lGd2E7qKxgsMjQcTPTek2
2MIpkAQVJqQIDf9k4YWoHR,past life,Ariana Grande,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/2MIpkAQVJqQIDf9k4YWoHR
4VQO1UdVIecQqB49PlANHz,It's Up (feat. Young Thug & 21 Savage),"Drake, Young Thug, 21 Savage",spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/4VQO1UdVIecQqB49PlANHz
0QCIpQV3twfqo9kh0t8Zza,Shake It To The Max (FLY) - Remix,"MOLIY, Silent Addy, Skillibeng, Shenseea",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/0QCIpQV3twfqo9kh0t8Zza
1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,The Kid LAROI,spotify chart; au top 50,tense,anxiety,,,https://open.spotify.com/track/1XBYiRV30ykHw5f4wm6qEn
7FOgcfdz9Nx5V9lCNXdBYv,Red Wine Supernova,Chappell Roan,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/7FOgcfdz9Nx5V9lCNXdBYv
2uvE4L5ZsYKpv8hbK4TIOt,MUTT,Leon Thomas,spotify chart; nz top 50,peaceful,calm,,,https://open.spotify.com/track/2uvE4L5ZsYKpv8hbK4TIOt
7K3BhSpAxZBznislvUMVtn,Last Night,Morgan Wallen,spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),Taylor Swift,spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
0pvZCv4JOS5WBu7JITYef6,I Hope You Find Your Way Home,"Tyler, The Creator",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/0pvZCv4JOS5WBu7JITYef6
5In8B6Om5OKrhwBMB4tXSi,Fuel,"Eminem, JID",spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/5In8B6Om5OKrhwBMB4tXSi
6pf7fmrtYcA4WpqTksuh68,SKI,Future,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/6pf7fmrtYcA4WpqTksuh68
0F60WLPs6Oz2slHomvLt9U,We Good,Lil Uzi Vert,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/0F60WLPs6Oz2slHomvLt9U
3nNXXPHGzCObHA50xCLzSf,Schoolyard Days,Amble,spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/3nNXXPHGzCObHA50xCLzSf
2OcpUR9GG6jOv6OXhFrUda,The Great American Bar Scene,Zach Bryan,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/2OcpUR9GG6jOv6OXhFrUda
0IsIY8pfu1yaGkPUD7pkDx,Guess featuring billie eilish,"Charli xcx, Billie Eilish",spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/0IsIY8pfu1yaGkPUD7pkDx
4MXzdffMz78GLlLM7mDa9v,The Man He Sees in Me,Luke Combs,spotify chart; us top 50,peaceful,calm,,,https://open.spotify.com/track/4MXzdffMz78GLlLM7mDa9v
2ETQsbiuGm2WLOSOr2I19A,Dear god,Tate McRae,spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/2ETQsbiuGm2WLOSOr2I19A
5tgSjvWO685Z0mYKefArMI,CRG (feat. Dave),"Central Cee, Dave",spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/5tgSjvWO685Z0mYKefArMI
4Kd9tBUgpXv26OfR6ugBv1,Finer Things (Feat. Hank Williams Jr.),"Post Malone, Hank Williams, Jr.",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/4Kd9tBUgpXv26OfR6ugBv1
4NoOpkVBJsRB2YTiP9vRJD,Interlude,Morgan Wallen,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/4NoOpkVBJsRB2YTiP9vRJD
4pftaoQbbheCXSdleWIeDK,GBP (feat. 21 Savage),"Central Cee, 21 Savage",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/4pftaoQbbheCXSdleWIeDK
5IBaJDzPGl6e2hOfhjymMb,Bells,Lil Wayne,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/5IBaJDzPGl6e2hOfhjymMb
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,spotify chart; ie top 50,melancholic,sadness,,,https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI
1LmkdWSxjCV7wKTPsCvYWN,Winter Wonderland - Spotify Singles Holiday,Laufey,spotify chart; au top 50,peaceful,calm,,,https://open.spotify.com/track/1LmkdWSxjCV7wKTPsCvYWN
22DH8NChecsgPxDjA4pqer,Tough,"Quavo, Lana Del Rey",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/22DH8NChecsgPxDjA4pqer
5M2lX0ZAYSAzCs1xPPi9BX,Fat Juicy & Wet,"Sexyy Red, Bruno Mars",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/5M2lX0ZAYSAzCs1xPPi9BX
7HDq8aEtkBeZq7gfzYjW28,Tweaker,GELO,spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/7HDq8aEtkBeZq7gfzYjW28
0DIcssPpatAMqFXLZCxZMN,Antichrist,Eminem,spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/0DIcssPpatAMqFXLZCxZMN
106vWgOc5xlj05wewZ2V4u,FIELD TRIP,"¥$, Kanye West, Ty Dolla $ign",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/106vWgOc5xlj05wewZ2V4u
1EDPVGbyPKJPeGqATwXZvN,The Emptiness Machine,Linkin Park,spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/1EDPVGbyPKJPeGqATwXZvN
41XsipI31N1fLKLVvWNuQC,Mechanical Bull,Zach Bryan,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/41XsipI31N1fLKLVvWNuQC
4KWeGKChLKcnZsj3sIOSkW,Tobey (feat. Big Sean and BabyTron),"Eminem, Big Sean, BabyTron",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/4KWeGKChLKcnZsj3sIOSkW
2vP6iFxnIV3awDVEaBnqut,Lonely Island,Amble,spotify chart; ie top 50,melancholic,sadness,,,https://open.spotify.com/track/2vP6iFxnIV3awDVEaBnqut
